doc_id,category,text
DOC-0056,RFP,"The proposal evaluation criteria include technical approach, management, and price. The Government intends to award a single Indefinite Delivery Indefinite Quantity contract, including all associated documentation. The Government is soliciting proposals for professional services in support of, including all associated documentation. Offerors must demonstrate technical capability and relevant past performance in accordance with applicable regulations. Offerors are invited to submit technical and price proposals for, as required by the contract."
DOC-0015,RFP,"The proposal evaluation criteria include technical approach, management, and price per the approved project plan. The contracting officer anticipates award of a firm-fixed-price contract for per the approved project plan. Offerors must demonstrate technical capability and relevant past performance, including all associated documentation."
DOC-0303,Deliverable Report,"This After-Action Report documents findings and lessons learned from the exercise, including all associated documentation. The Program Management Review slide deck summarizes progress against the integrated master schedule, as required by the contract. The Transition Plan outlines steps for knowledge transfer to the incoming contractor, as required by the contract. The Technical Design Document provides detailed specifications for the proposed system, as required by the contract. The Configuration Management Plan governs version control and change control procedures, including all associated documentation."
DOC-0288,Deliverable Report,"The Technical Design Document provides detailed specifications for the proposed system, including all associated documentation. The Program Management Review slide deck summarizes progress against the integrated master schedule. The Final Report presents conclusions and recommendations based on the analysis conducted, including all associated documentation."
DOC-0248,Invoice,"Direct labor costs billed at the negotiated fixed hourly rates per the contract, including all associated documentation. Payment is requested within 30 days of receipt per the prompt payment terms, as required by the contract. Subcontractor costs as authorized under the contract are included on this invoice per the approved project plan. The invoice total reflects labor materials and other direct costs for the billing period, as required by the contract."
DOC-0329,Compliance Document,Data handling procedures comply with the Federal Information Security Modernization Act per the approved project plan. The Privacy Impact Assessment evaluates risks to personally identifiable information. Section 508 compliance testing confirms the system meets accessibility requirements. The Supply Chain Risk Management Plan addresses third-party hardware and software risks.
DOC-0107,SOW,The contractor shall conduct quarterly performance reviews and submit written reports per the approved project plan. All deliverables shall be submitted in accordance with the Contract Deliverable Requirements List per the approved project plan. The contractor shall provide program management support services including.
DOC-0335,Compliance Document,"This Cybersecurity Maturity Model Certification assessment covers all required practices, as required by the contract. The Supply Chain Risk Management Plan addresses third-party hardware and software risks in accordance with applicable regulations. Section 508 compliance testing confirms the system meets accessibility requirements per the approved project plan. The Privacy Impact Assessment evaluates risks to personally identifiable information, including all associated documentation. The Continuity of Operations Plan ensures mission-critical functions during disruptions, including all associated documentation."
DOC-0059,RFP,The contracting officer anticipates award of a firm-fixed-price contract for in accordance with applicable regulations. The Government intends to award a single Indefinite Delivery Indefinite Quantity contract per the approved project plan. All proposals must be submitted electronically via the SAM.gov portal in accordance with applicable regulations. This Request for Proposal covers information technology services including.
DOC-0142,Contract Modification,"The contractor acknowledges receipt of this modification and agrees to the changes in accordance with applicable regulations. All other terms and conditions of the contract remain unchanged and in full force. The total obligated amount is hereby increased from the original contract value, as required by the contract. The delivery schedule is modified to reflect the revised completion date, including all associated documentation."
DOC-0198,Invoice,"Payment is requested within 30 days of receipt per the prompt payment terms. The contractor hereby submits this invoice for payment of labor hours incurred. Subcontractor costs as authorized under the contract are included on this invoice, as required by the contract."
DOC-0250,Invoice,Travel expenses incurred in direct support of contract performance are included. Invoices must be submitted via the Wide Area Workflow electronic invoicing system. Indirect costs including overhead and general and administrative expenses are billed.
DOC-0101,SOW,"All deliverables shall be submitted in accordance with the Contract Deliverable Requirements List. The contractor shall provide subject matter expertise in the following domains per the approved project plan. The contractor shall support data collection analysis and reporting activities per the approved project plan. The contractor shall not disclose any sensitive information obtained during performance, including all associated documentation."
DOC-0192,Contract Modification,"This change order modifies the statement of work to include additional tasks per the approved project plan. The contract is hereby modified to add the following contract line items in accordance with applicable regulations. Modification P00001 adds the following scope to the existing task order, as required by the contract. This bilateral modification is agreed to by both parties and incorporated herein. All other terms and conditions of the contract remain unchanged and in full force, including all associated documentation."
DOC-0050,RFP,"Proposals shall address all requirements outlined in the Performance Work Statement. Offerors must demonstrate technical capability and relevant past performance per the approved project plan. The base period of performance is 12 months with four option years in accordance with applicable regulations. Section L of this solicitation provides instructions for proposal preparation in accordance with applicable regulations. The Government intends to award a single Indefinite Delivery Indefinite Quantity contract, as required by the contract."
DOC-0182,Contract Modification,"This unilateral modification is issued pursuant to FAR clause 52.243-1 per the approved project plan. The delivery schedule is modified to reflect the revised completion date. Modification P00003 deobligates funds and reduces the total contract ceiling. This modification is issued to incorporate the following changes to the contract, including all associated documentation."
DOC-0136,Contract Modification,"This bilateral modification is agreed to by both parties and incorporated herein, as required by the contract. The purpose of this modification is to extend the period of performance by. This change order modifies the statement of work to include additional tasks, including all associated documentation."
DOC-0119,SOW,"The contractor is responsible for delivering the following tasks and deliverables per the approved project plan. The contractor shall not disclose any sensitive information obtained during performance, as required by the contract. The Period of Performance for this task order is from date of award through, including all associated documentation. Task 1: Program Planning and Coordination — the contractor shall develop, including all associated documentation."
DOC-0104,SOW,The contractor shall maintain an integrated master schedule and report status weekly. The contractor shall provide program management support services including per the approved project plan. The contractor shall not disclose any sensitive information obtained during performance per the approved project plan.
DOC-0145,Contract Modification,"The total obligated amount is hereby increased from the original contract value. Modification P00001 adds the following scope to the existing task order, as required by the contract. The delivery schedule is modified to reflect the revised completion date. All other terms and conditions of the contract remain unchanged and in full force, including all associated documentation."
DOC-0064,SOW,"The contractor shall conduct quarterly performance reviews and submit written reports. The contractor shall not disclose any sensitive information obtained during performance, as required by the contract. The contractor shall support data collection analysis and reporting activities, including all associated documentation. The contractor shall provide technical writing and documentation support in accordance with applicable regulations. The contractor shall maintain an integrated master schedule and report status weekly in accordance with applicable regulations."
DOC-0067,SOW,"The contractor shall maintain an integrated master schedule and report status weekly, as required by the contract. Work shall be performed on-site at the Government facility located in per the approved project plan. The contractor shall provide technical writing and documentation support. The Period of Performance for this task order is from date of award through in accordance with applicable regulations."
DOC-0012,RFP,"The base period of performance is 12 months with four option years, including all associated documentation. Section L of this solicitation provides instructions for proposal preparation in accordance with applicable regulations. This Request for Proposal covers information technology services including, as required by the contract. Offerors shall provide a detailed staffing plan and key personnel resumes per the approved project plan. All proposals must be submitted electronically via the SAM.gov portal, including all associated documentation."
DOC-0017,RFP,"Section L of this solicitation provides instructions for proposal preparation, including all associated documentation. All proposals must be submitted electronically via the SAM.gov portal, as required by the contract. This Request for Proposal covers information technology services including, as required by the contract."
DOC-0202,Invoice,"Payment is requested within 30 days of receipt per the prompt payment terms. The contractor hereby submits this invoice for payment of labor hours incurred, including all associated documentation. Invoices must be submitted via the Wide Area Workflow electronic invoicing system, as required by the contract."
DOC-0254,Deliverable Report,"The Final Report presents conclusions and recommendations based on the analysis conducted, including all associated documentation. The Transition Plan outlines steps for knowledge transfer to the incoming contractor, including all associated documentation. This Weekly Activity Report summarizes tasks completed issues encountered and planned work per the approved project plan."
DOC-0103,SOW,All deliverables shall be submitted in accordance with the Contract Deliverable Requirements List in accordance with applicable regulations. The contractor shall support data collection analysis and reporting activities. The contractor shall not disclose any sensitive information obtained during performance in accordance with applicable regulations.
DOC-0370,Compliance Document,"The Supply Chain Risk Management Plan addresses third-party hardware and software risks. The contractor certifies compliance with the Buy American Act and Trade Agreements Act per the approved project plan. This Cybersecurity Maturity Model Certification assessment covers all required practices, as required by the contract. Data handling procedures comply with the Federal Information Security Modernization Act per the approved project plan. The Continuity of Operations Plan ensures mission-critical functions during disruptions in accordance with applicable regulations."
DOC-0338,Compliance Document,"Section 508 compliance testing confirms the system meets accessibility requirements. The Privacy Impact Assessment evaluates risks to personally identifiable information, as required by the contract. The Continuity of Operations Plan ensures mission-critical functions during disruptions, including all associated documentation. This System Security Plan describes the security controls implemented for the information system per the approved project plan. The Supply Chain Risk Management Plan addresses third-party hardware and software risks, as required by the contract."
DOC-0371,Compliance Document,"The Supply Chain Risk Management Plan addresses third-party hardware and software risks, including all associated documentation. This FedRAMP authorization package demonstrates compliance with NIST SP 800-53 controls per the approved project plan. This System Security Plan describes the security controls implemented for the information system per the approved project plan. The contractor must submit annual compliance certifications including ethics and conflict of interest, including all associated documentation."
DOC-0232,Invoice,"The contractor hereby submits this invoice for payment of labor hours incurred in accordance with applicable regulations. Backup documentation including timesheets and receipts is attached to this invoice, including all associated documentation. Subcontractor costs as authorized under the contract are included on this invoice per the approved project plan."
DOC-0156,Contract Modification,"All other terms and conditions of the contract remain unchanged and in full force, as required by the contract. Modification P00001 adds the following scope to the existing task order per the approved project plan. This change order modifies the statement of work to include additional tasks per the approved project plan. The delivery schedule is modified to reflect the revised completion date, as required by the contract."
DOC-0129,Contract Modification,This unilateral modification is issued pursuant to FAR clause 52.243-1 in accordance with applicable regulations. The contract is hereby modified to add the following contract line items. This change order modifies the statement of work to include additional tasks per the approved project plan. The total obligated amount is hereby increased from the original contract value.
DOC-0208,Invoice,"Subcontractor costs as authorized under the contract are included on this invoice per the approved project plan. Invoices must be submitted via the Wide Area Workflow electronic invoicing system, including all associated documentation. Travel expenses incurred in direct support of contract performance are included, including all associated documentation. The contractor hereby submits this invoice for payment of labor hours incurred per the approved project plan. Payment is requested within 30 days of receipt per the prompt payment terms, as required by the contract."
DOC-0076,SOW,"The contractor shall conduct quarterly performance reviews and submit written reports per the approved project plan. Work shall be performed on-site at the Government facility located in per the approved project plan. The contractor shall support data collection analysis and reporting activities, as required by the contract. The contractor shall not disclose any sensitive information obtained during performance per the approved project plan."
DOC-0280,Deliverable Report,"The Configuration Management Plan governs version control and change control procedures. The Technical Design Document provides detailed specifications for the proposed system. The Final Report presents conclusions and recommendations based on the analysis conducted, including all associated documentation. This Monthly Status Report covers activities completed during the reporting period. This Quality Assurance Surveillance Plan establishes the surveillance methodology in accordance with applicable regulations."
DOC-0332,Compliance Document,"This System Security Plan describes the security controls implemented for the information system per the approved project plan. This Authority to Operate is granted based on an acceptable level of residual risk. The contractor must submit annual compliance certifications including ethics and conflict of interest, including all associated documentation. The contractor certifies compliance with the Buy American Act and Trade Agreements Act, as required by the contract. This Cybersecurity Maturity Model Certification assessment covers all required practices, as required by the contract."
DOC-0302,Deliverable Report,This Quality Assurance Surveillance Plan establishes the surveillance methodology in accordance with applicable regulations. The Program Management Review slide deck summarizes progress against the integrated master schedule. This Data Management Plan describes how data will be collected stored and protected.
DOC-0333,Compliance Document,"The contractor certifies compliance with the Buy American Act and Trade Agreements Act. This System Security Plan describes the security controls implemented for the information system, including all associated documentation. The Contractor must comply with all applicable Federal Acquisition Regulation clauses per the approved project plan. The Supply Chain Risk Management Plan addresses third-party hardware and software risks, as required by the contract."
DOC-0309,Deliverable Report,"The Technical Design Document provides detailed specifications for the proposed system per the approved project plan. This Data Management Plan describes how data will be collected stored and protected per the approved project plan. The Transition Plan outlines steps for knowledge transfer to the incoming contractor in accordance with applicable regulations. This Risk Register identifies mitigation strategies for the top program risks per the approved project plan. This After-Action Report documents findings and lessons learned from the exercise, including all associated documentation."
DOC-0008,RFP,"The base period of performance is 12 months with four option years in accordance with applicable regulations. Proposals shall address all requirements outlined in the Performance Work Statement, including all associated documentation. The proposal evaluation criteria include technical approach, management, and price in accordance with applicable regulations."
DOC-0016,RFP,"The Government intends to award a single Indefinite Delivery Indefinite Quantity contract, as required by the contract. Offerors must demonstrate technical capability and relevant past performance in accordance with applicable regulations. This Request for Proposal covers information technology services including in accordance with applicable regulations. Proposals shall address all requirements outlined in the Performance Work Statement per the approved project plan. The proposal evaluation criteria include technical approach, management, and price."
DOC-0055,RFP,"Offerors must demonstrate technical capability and relevant past performance, as required by the contract. The Government is soliciting proposals for professional services in support of per the approved project plan. All proposals must be submitted electronically via the SAM.gov portal in accordance with applicable regulations. The base period of performance is 12 months with four option years per the approved project plan."
DOC-0134,Contract Modification,The purpose of this modification is to extend the period of performance by. The delivery schedule is modified to reflect the revised completion date. Modification P00003 deobligates funds and reduces the total contract ceiling.
DOC-0105,SOW,"All deliverables shall be submitted in accordance with the Contract Deliverable Requirements List in accordance with applicable regulations. Work shall be performed on-site at the Government facility located in, as required by the contract. Task 1: Program Planning and Coordination — the contractor shall develop in accordance with applicable regulations."
DOC-0085,SOW,"The contractor shall provide technical writing and documentation support, as required by the contract. The contractor shall support data collection analysis and reporting activities in accordance with applicable regulations. The contractor shall not disclose any sensitive information obtained during performance, as required by the contract."
DOC-0310,Deliverable Report,This Weekly Activity Report summarizes tasks completed issues encountered and planned work. The Configuration Management Plan governs version control and change control procedures in accordance with applicable regulations. The Final Report presents conclusions and recommendations based on the analysis conducted.
DOC-0163,Contract Modification,"Modification P00003 deobligates funds and reduces the total contract ceiling per the approved project plan. Modification P00001 adds the following scope to the existing task order, including all associated documentation. This modification is issued to incorporate the following changes to the contract. This bilateral modification is agreed to by both parties and incorporated herein in accordance with applicable regulations. The delivery schedule is modified to reflect the revised completion date per the approved project plan."
DOC-0278,Deliverable Report,"This Monthly Status Report covers activities completed during the reporting period per the approved project plan. The Transition Plan outlines steps for knowledge transfer to the incoming contractor, as required by the contract. This After-Action Report documents findings and lessons learned from the exercise. This Quality Assurance Surveillance Plan establishes the surveillance methodology in accordance with applicable regulations."
DOC-0174,Contract Modification,"The total obligated amount is hereby increased from the original contract value in accordance with applicable regulations. The contract is hereby modified to add the following contract line items. Modification P00003 deobligates funds and reduces the total contract ceiling, including all associated documentation."
DOC-0229,Invoice,"Travel expenses incurred in direct support of contract performance are included, including all associated documentation. The invoice total reflects labor materials and other direct costs for the billing period, including all associated documentation. The contractor hereby submits this invoice for payment of labor hours incurred in accordance with applicable regulations. Invoices must be submitted via the Wide Area Workflow electronic invoicing system, as required by the contract. Direct labor costs billed at the negotiated fixed hourly rates per the contract in accordance with applicable regulations."
DOC-0268,Deliverable Report,"The Corrective Action Plan addresses deficiencies identified during the performance review, as required by the contract. This Monthly Status Report covers activities completed during the reporting period. This Data Management Plan describes how data will be collected stored and protected per the approved project plan. The Configuration Management Plan governs version control and change control procedures, including all associated documentation. The Program Management Review slide deck summarizes progress against the integrated master schedule, as required by the contract."
DOC-0319,Compliance Document,The contractor certifies compliance with the Buy American Act and Trade Agreements Act per the approved project plan. The Continuity of Operations Plan ensures mission-critical functions during disruptions. The contractor must submit annual compliance certifications including ethics and conflict of interest in accordance with applicable regulations. The Supply Chain Risk Management Plan addresses third-party hardware and software risks in accordance with applicable regulations.
DOC-0326,Compliance Document,"The Privacy Impact Assessment evaluates risks to personally identifiable information per the approved project plan. The Supply Chain Risk Management Plan addresses third-party hardware and software risks, as required by the contract. The Continuity of Operations Plan ensures mission-critical functions during disruptions in accordance with applicable regulations. Data handling procedures comply with the Federal Information Security Modernization Act, including all associated documentation. The Contractor must comply with all applicable Federal Acquisition Regulation clauses, as required by the contract."
DOC-0276,Deliverable Report,"This Data Management Plan describes how data will be collected stored and protected, including all associated documentation. The Configuration Management Plan governs version control and change control procedures per the approved project plan. This After-Action Report documents findings and lessons learned from the exercise, including all associated documentation. The Corrective Action Plan addresses deficiencies identified during the performance review per the approved project plan."
DOC-0272,Deliverable Report,"The Transition Plan outlines steps for knowledge transfer to the incoming contractor in accordance with applicable regulations. This Data Management Plan describes how data will be collected stored and protected, including all associated documentation. This Monthly Status Report covers activities completed during the reporting period."
DOC-0215,Invoice,"The invoice total reflects labor materials and other direct costs for the billing period. This is a cost-plus-fixed-fee invoice submitted for reimbursement of allowable costs in accordance with applicable regulations. Backup documentation including timesheets and receipts is attached to this invoice, as required by the contract."
DOC-0131,Contract Modification,"This unilateral modification is issued pursuant to FAR clause 52.243-1 in accordance with applicable regulations. All other terms and conditions of the contract remain unchanged and in full force, as required by the contract. The contractor acknowledges receipt of this modification and agrees to the changes in accordance with applicable regulations. The contract is hereby modified to add the following contract line items, including all associated documentation."
DOC-0305,Deliverable Report,This Risk Register identifies mitigation strategies for the top program risks in accordance with applicable regulations. The Program Management Review slide deck summarizes progress against the integrated master schedule. This Weekly Activity Report summarizes tasks completed issues encountered and planned work. The Technical Design Document provides detailed specifications for the proposed system.
DOC-0312,Deliverable Report,"The Transition Plan outlines steps for knowledge transfer to the incoming contractor in accordance with applicable regulations. This Risk Register identifies mitigation strategies for the top program risks, as required by the contract. The Corrective Action Plan addresses deficiencies identified during the performance review, including all associated documentation. The Program Management Review slide deck summarizes progress against the integrated master schedule, as required by the contract."
DOC-0031,RFP,"This Request for Proposal covers information technology services including, as required by the contract. The contracting officer anticipates award of a firm-fixed-price contract for per the approved project plan. Proposals shall address all requirements outlined in the Performance Work Statement."
DOC-0038,RFP,"The proposal evaluation criteria include technical approach, management, and price, as required by the contract. This Request for Proposal covers information technology services including. Section L of this solicitation provides instructions for proposal preparation, including all associated documentation."
DOC-0269,Deliverable Report,The Final Report presents conclusions and recommendations based on the analysis conducted. The Transition Plan outlines steps for knowledge transfer to the incoming contractor. This Quality Assurance Surveillance Plan establishes the surveillance methodology per the approved project plan. The Corrective Action Plan addresses deficiencies identified during the performance review per the approved project plan.
DOC-0032,RFP,"This Request for Proposal covers information technology services including per the approved project plan. The Government is soliciting proposals for professional services in support of. The Government intends to award a single Indefinite Delivery Indefinite Quantity contract per the approved project plan. All proposals must be submitted electronically via the SAM.gov portal per the approved project plan. Proposals shall address all requirements outlined in the Performance Work Statement, as required by the contract."
DOC-0092,SOW,The contractor is responsible for delivering the following tasks and deliverables. The contractor shall provide subject matter expertise in the following domains. All deliverables shall be submitted in accordance with the Contract Deliverable Requirements List per the approved project plan.
DOC-0253,Deliverable Report,This Quality Assurance Surveillance Plan establishes the surveillance methodology in accordance with applicable regulations. This After-Action Report documents findings and lessons learned from the exercise in accordance with applicable regulations. The Program Management Review slide deck summarizes progress against the integrated master schedule.
DOC-0331,Compliance Document,"The Privacy Impact Assessment evaluates risks to personally identifiable information, including all associated documentation. The contractor certifies compliance with the Buy American Act and Trade Agreements Act in accordance with applicable regulations. Section 508 compliance testing confirms the system meets accessibility requirements, as required by the contract. This Authority to Operate is granted based on an acceptable level of residual risk."
DOC-0367,Compliance Document,"This System Security Plan describes the security controls implemented for the information system in accordance with applicable regulations. The Supply Chain Risk Management Plan addresses third-party hardware and software risks in accordance with applicable regulations. The contractor certifies compliance with the Buy American Act and Trade Agreements Act per the approved project plan. This FedRAMP authorization package demonstrates compliance with NIST SP 800-53 controls, including all associated documentation."
DOC-0237,Invoice,"Backup documentation including timesheets and receipts is attached to this invoice in accordance with applicable regulations. The contractor hereby submits this invoice for payment of labor hours incurred in accordance with applicable regulations. This invoice covers the period of performance from the first through the last day, as required by the contract."
DOC-0114,SOW,"The contractor shall maintain an integrated master schedule and report status weekly, as required by the contract. The contractor is responsible for delivering the following tasks and deliverables in accordance with applicable regulations. All deliverables shall be submitted in accordance with the Contract Deliverable Requirements List in accordance with applicable regulations. The contractor shall provide technical writing and documentation support per the approved project plan."
DOC-0023,RFP,"The contracting officer anticipates award of a firm-fixed-price contract for, as required by the contract. All proposals must be submitted electronically via the SAM.gov portal. The Government intends to award a single Indefinite Delivery Indefinite Quantity contract per the approved project plan. Offerors shall provide a detailed staffing plan and key personnel resumes in accordance with applicable regulations. Offerors are invited to submit technical and price proposals for, as required by the contract."
